loss,accuracy,val_loss,val_accuracy
0.5847916007041931,0.7483789920806885,0.3650040924549103,0.8607277274131775
0.2218935489654541,0.9255385994911194,0.303213506937027,0.8962777256965637
0.09830286353826523,0.9684166312217712,0.32872894406318665,0.9021329879760742
0.05083004757761955,0.9849404096603394,0.3756065368652344,0.9038059115409851
0.03099139779806137,0.9906923174858093,0.3690943121910095,0.9238812327384949
0.023575197905302048,0.9939343333244324,0.4645061790943146,0.9038059115409851
0.016853442415595055,0.9946663975715637,0.489916056394577,0.902969479560852
0.01466871052980423,0.9961305260658264,0.4998392164707184,0.9071518182754517
0.013449435122311115,0.9956076145172119,0.48292791843414307,0.9146800637245178
0.012815909460186958,0.9958167672157288,0.6810756325721741,0.8929318189620972
0.012654329650104046,0.9965488314628601,0.6025812029838562,0.9109159111976624
0.014736093580722809,0.9949801564216614,0.5618739724159241,0.912588894367218
0.03162054717540741,0.9900648593902588,0.5765786170959473,0.91384357213974
0.02085282653570175,0.9933068156242371,0.5925403237342834,0.9142618179321289
0.020725611597299576,0.9925747513771057,0.6570591330528259,0.9092429876327515
0.013660090044140816,0.9956076145172119,0.6988427042961121,0.8987871408462524
0.008782630786299706,0.9972808957099915,0.6739251613616943,0.9058971405029297
0.0076910057105124,0.9976992011070251,0.6746953725814819,0.9100794792175293
0.007289573550224304,0.9973855018615723,0.7067904472351074,0.9046424031257629
0.006848042365163565,0.9976992011070251,0.6933722496032715,0.9067335724830627
0.00669842166826129,0.9975946545600891,0.7595840692520142,0.9063153266906738
0.006737531628459692,0.9976992011070251,0.7703296542167664,0.9088247418403625
0.008518995717167854,0.9969671368598938,0.7875337600708008,0.903387725353241
0.020760314539074898,0.9927839636802673,0.7920796871185303,0.8992053270339966
0.02101951092481613,0.9929931163787842,0.7632297873497009,0.903387725353241
0.011075814254581928,0.9966534376144409,0.9067263603210449,0.8912588953971863
0.008877967484295368,0.9970717430114746,0.8351311087608337,0.8987871408462524
0.01142740435898304,0.9958167672157288,0.9466533064842224,0.9121706485748291
0.007628070190548897,0.9972808957099915,0.9651633501052856,0.9096612334251404
0.006545595824718475,0.9976992011070251,0.953312873840332,0.9063153266906738
0.006023402325809002,0.997803807258606,0.9135341048240662,0.9167712330818176
0.006131934933364391,0.997803807258606,0.9688300490379333,0.9096612334251404
0.0062745665200054646,0.997803807258606,0.9000248908996582,0.9100794792175293
0.006742970086634159,0.9975946545600891,0.9195578694343567,0.902969479560852
0.008207143284380436,0.9971763491630554,1.0639735460281372,0.902969479560852
0.006975087337195873,0.9976992011070251,1.0196517705917358,0.9075700640678406
0.007310120854526758,0.9971763491630554,0.9814033508300781,0.9075700640678406
0.006449230946600437,0.9975946545600891,0.999641478061676,0.9054788947105408
0.009023455902934074,0.9969671368598938,0.9588698148727417,0.9134253263473511
0.018023749813437462,0.9950847029685974,0.9937806129455566,0.9021329879760742
0.011033309623599052,0.9962350726127625,1.0208474397659302,0.9063153266906738
0.00782090611755848,0.9972808957099915,1.0667917728424072,0.9050606489181519
0.005776126869022846,0.9980129599571228,1.1297564506530762,0.9050606489181519
0.0058626397512853146,0.9980129599571228,1.0853854417800903,0.9075700640678406
0.005319780670106411,0.997803807258606,1.1559431552886963,0.9050606489181519
0.0058877537958323956,0.997803807258606,1.1902014017105103,0.9012965559959412
0.005728412419557571,0.9979084134101868,1.1980397701263428,0.902969479560852
0.005657845176756382,0.9979084134101868,1.1212127208709717,0.9084064960479736
0.00579068623483181,0.9976992011070251,1.1918398141860962,0.9012965559959412
0.005778064019978046,0.9979084134101868,1.111119031906128,0.904224157333374
0.0059899534098804,0.997803807258606,1.1906042098999023,0.8966959714889526
0.009428511373698711,0.9965488314628601,1.2231734991073608,0.9038059115409851
0.012487458996474743,0.9961305260658264,1.5920313596725464,0.8766206502914429
0.017788046970963478,0.9938297271728516,0.9381694197654724,0.9109159111976624
0.008176391944289207,0.9971763491630554,1.2400434017181396,0.8954412341117859
0.00579799385741353,0.997803807258606,1.1713838577270508,0.9079883098602295
0.005715398117899895,0.997803807258606,1.179207444190979,0.9071518182754517
0.005491926334798336,0.9980129599571228,1.206958293914795,0.9067335724830627
0.005288874264806509,0.997803807258606,1.2255018949508667,0.9067335724830627
0.0054380809888243675,0.997803807258606,1.2248221635818481,0.9067335724830627
0.005412675905972719,0.9979084134101868,1.2701301574707031,0.9038059115409851
0.00560384476557374,0.997803807258606,1.2392879724502563,0.9050606489181519
0.005468061659485102,0.9975946545600891,1.2773339748382568,0.9046424031257629
0.005621024407446384,0.9976992011070251,1.2547893524169922,0.9063153266906738
0.005586489103734493,0.997803807258606,1.3045190572738647,0.9046424031257629
0.0053647300228476524,0.9979084134101868,1.3028604984283447,0.9071518182754517
0.005618789233267307,0.9980129599571228,1.3087377548217773,0.904224157333374
0.0055913464166224,0.997803807258606,1.4209846258163452,0.9012965559959412
0.011610632762312889,0.9971763491630554,1.141129970550537,0.8971141576766968
0.024164410308003426,0.9936205744743347,1.5721739530563354,0.9063153266906738
0.011397960595786572,0.9965488314628601,1.2395399808883667,0.9150983095169067
0.008419773541390896,0.9974900484085083,1.5289218425750732,0.9008783102035522
0.0053751808591187,0.9979084134101868,1.5578347444534302,0.9017147421836853
0.005277371499687433,0.9981175661087036,1.5930312871932983,0.9017147421836853
0.005345508921891451,0.9979084134101868,1.5660197734832764,0.904224157333374
0.005332883447408676,0.997803807258606,1.5988755226135254,0.902969479560852
0.005281995516270399,0.9980129599571228,1.6384284496307373,0.9008783102035522
0.005164650734513998,0.9979084134101868,1.629788875579834,0.902969479560852
0.005465819500386715,0.9980129599571228,1.5801867246627808,0.9046424031257629
0.005431049037724733,0.997803807258606,1.639640212059021,0.9017147421836853
0.016648469492793083,0.9946663975715637,1.5977468490600586,0.9075700640678406
0.015208087861537933,0.9960259199142456,1.457423448562622,0.9008783102035522
0.007958366535604,0.9966534376144409,1.5426737070083618,0.8946047425270081
0.006627747323364019,0.9971763491630554,1.4191941022872925,0.9130070805549622
0.005013202782720327,0.997803807258606,1.6243932247161865,0.9109159111976624
0.005258438177406788,0.9980129599571228,1.5069092512130737,0.9130070805549622
0.005399273242801428,0.997803807258606,1.510749101638794,0.9142618179321289
0.005479920189827681,0.9979084134101868,1.6032792329788208,0.9092429876327515
0.005662035662680864,0.9981175661087036,1.5537528991699219,0.9121706485748291
0.005563399288803339,0.9981175661087036,1.5018861293792725,0.9142618179321289
0.005279954522848129,0.9979084134101868,1.6193890571594238,0.9079883098602295
0.005321317818015814,0.9976992011070251,1.5872431993484497,0.9130070805549622
0.005563855636864901,0.9979084134101868,1.6573632955551147,0.9084064960479736
0.00524055166170001,0.9981175661087036,1.563327431678772,0.9109159111976624
0.005374835338443518,0.9973855018615723,1.7000675201416016,0.9058971405029297
0.00543835898861289,0.9980129599571228,1.6031841039657593,0.9113341569900513
0.00537297734990716,0.9981175661087036,1.5949589014053345,0.9146800637245178
0.005567672662436962,0.9979084134101868,1.6181775331497192,0.9092429876327515
0.008650358766317368,0.9970717430114746,1.6608211994171143,0.904224157333374
0.010498589836061,0.9965488314628601,2.229419469833374,0.8812212347984314
0.01437219325453043,0.9958167672157288,1.617965579032898,0.9092429876327515
0.009348469786345959,0.9971763491630554,1.7273660898208618,0.9058971405029297
0.006550706923007965,0.9976992011070251,1.854532241821289,0.8987871408462524
0.009004099294543266,0.9975946545600891,1.4614477157592773,0.9104977250099182
0.00815077405422926,0.9969671368598938,1.9466004371643066,0.8966959714889526
0.00900938268750906,0.9972808957099915,1.875176191329956,0.9134253263473511
0.005420477129518986,0.9976992011070251,1.7540404796600342,0.9084064960479736
0.005519759375602007,0.9980129599571228,1.7950427532196045,0.9100794792175293
0.005078522488474846,0.997803807258606,1.797414779663086,0.9092429876327515
0.0052161007188260555,0.9979084134101868,1.8066726922988892,0.9100794792175293
0.005246281158179045,0.9980129599571228,1.8366001844406128,0.9088247418403625
0.005339708644896746,0.997803807258606,1.8106895685195923,0.9113341569900513
0.00490635447204113,0.9980129599571228,1.8351244926452637,0.9079883098602295
